               MD5                                                  Url
587c63e59030d42720f23f48566ecb55     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_31hch/video/hch3.flv
71eeee6cbe654998c7002c75e9d81052     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_31hch/video/hch2.flv
568b7bab9f0ed00f8d0ed7d1c2c9620f     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_31hch/video/hch1.flv
53cd8d8dbda44606ff14b582d8a0cf69     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_25cjq_gsm/video/gsm2.flv
705913d07f58cf98c9e8d5172c2675be     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_25cjq_gsm/video/gsm1.flv
e6739de6f329247ad9f45c369a67df88     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_25cjq_gsm/video/cjq1.flv
18d7fa4d3041df5832367ad1ed3c3e97     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_24gsm/video/gsm3.flv
47ea7b655e8c62034ab7df4e39c180ab     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_24gsm/video/gsm2.flv
f332189002d512e86acafb594e5a93ce     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_24gsm/video/gsm1.flv
a50f27c3b8298cdf702e5bf63f8002e4     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_23hch/video/hch2.flv
cef9431ceaf37c6d07cae842ee64fa9c     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_22hch/video/hch1.flv
55ae0583ac044417af891fdffec63e8a     http://v.teacherclub.com.cn/course/cf/xk/xxyy/kk2013002_21cjq/video/cjq1.flv
44790a5ada2792749819cd5348d8320d     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx/video/wx4.flv
688d2e10e3604f8008c5bab406b9f922     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx/video/wx3.flv
5964cb36bc07e76e36ddffb665aedc1b     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx/video/wx2.flv
488228b98c8c8d2371908291ee5c3d6a     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx/video/wx1.flv
541e6e2ed4cb93df9bd9fde649988a92     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx3/video/wx6.flv
99e4d436ddc80cc6bbf360fe7f276853     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx3/video/wx5.flv
6e1226ab1ddaa8b71e12b90540990f29     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx3/video/wx4.flv
14e3791df95c423d82b3d33c4eccad5e     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx3/video/wx3.flv
4436b8a35b17d2e938c0898da39d27ff     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx3/video/wx2.flv
c215ae4956d16491d076dbe1e9406fba     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx3/video/wx1.flv
76d496f7579fcfa261d7fa537770c22d     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx2/video/wx4.flv
9725b9e22ec754ea5baf16ed6dea662d     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx2/video/wx3.flv
b1a0c9561e50987a5a1f03431e26557e     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx2/video/wx2.flv
979a90c50f729ed904951383d800b74c     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_wx2/video/wx1.flv
9821223ecb1c9d50668b7fa6dc00857d     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_myj/video/myj4.flv
77b25f12fc117bfcf26ebeda8b0e4ed0     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_myj/video/myj3.flv
622ded2e1c4b7e01d8ad61ccbcf5214a     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_myj/video/myj2.flv
88ee006deafa94e0cd86ee9aae753cd5     http://v.teacherclub.com.cn/course/cf/xk/xxyy/2014013_myj/video/myj1.flv
03926792ff36513a71f7e9187e2b55c9     http://v.teacherclub.com.cn/course/cf/xk/xxyw/mrl/video/xxyw_mrl_zjdp.flv
